hts8|brief_description|quantity_1_code|quantity_2_code|wto_binding_code|mfn_text_rate|mfn_rate_type_code|mfn_ad_val_rate|mfn_specific_rate|mfn_other_rate|col1_special_text|gsp_indicator|gsp_ctry_excluded|apta_indicator|civil_air_indicator|nafta_canada_ind|nafta_mexico_ind|mexico_rate_type_code|mexico_ad_val_rate|mexico_specific_rate|cbi_indicator|cbi_ad_val_rate|cbi_specific_rate|agoa_indicator|cbtpa_indicator|cbtpa_rate_type_code|cbtpa_ad_val_rate|cbtpa_specific_rate|israel_fta_indicator|atpa_indicator|atpa_ad_val_rate|atpa_specific_rate|atpdea_indicator|jordan_indicator|jordan_rate_type_code|jordan_ad_val_rate|jordan_specific_rate|jordan_other_rate|singapore_indicator|singapore_rate_type_code|singapore_ad_val_rate|singapore_specific_rate|singapore_other_rate|chile_indicator|chile_rate_type_code|chile_ad_val_rate|chile_specific_rate|chile_other_rate|morocco_indicator|morocco_rate_type_code|morocco_ad_val_rate|morocco_specific_rate|morocco_other_rate|australia_indicator|australia_rate_type_code|australia_ad_val_rate|australia_specific_rate|australia_other_rate|pharmaceutical_ind|dyes_indicator|col2_text_rate|col2_rate_type_code|col2_ad_val_rate|col2_specific_rate|col2_other_rate|begin_effect_date|end_effective_date|footnote_comment|additional_duty
51129040|Woven tapestry/upholstery fabrics of combed wool/fine animal hair, con. by wt. under 85% wool/hair & under 30% silk, over 300 g/m2, nesoi|M2|KG|B|7%|7|0.07|0|0|Free (CA,CL,IL,JO,MX,SG); 6.3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.063|0|0|||68.5%|7|0.685|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
51129050|Woven tapestry/upholstery fabrics of combed wool/fine animal hair, con. by wt. under 85% wool/hair & under 30% silk, n/o 140 g/m2, nesoi|M2|KG|B|7%|7|0.07|0|0|Free (CA,CL,IL,JO,MX,SG); 6.3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.063|0|0|||68.5%|7|0.685|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
51129090|Woven fabrics of combed wool or combed fine animal hair, nesoi|M2|KG|B|25%|7|0.25|0|0|Free (CA,CL,IL,MX,SG); 8% (AU); 14.1% (JO)|||||CA|MX|0|0|0|||||||||IL|||||JO|7|0.141|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.08|0|0|||68.5%|7|0.685|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
51130000|Woven fabrics of coarse animal hair or of horsehair|M2|KG|B|2.7%|7|0.027|0|0|Free (A,AU,CA,CL,E,IL,J,JO,MX,SG)|A||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||40%|7|0.4|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52010005|Cotton, not carded or combed, having a staple length under 19.05 mm (3/4 inch), harsh or rough|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|10/02/1997 00:00:00|12/31/2020 00:00:00||
52010012|Cotton, n/carded or combed, having a staple length < 28.575 mm (1-1/8 inches), n/harsh or rough, described in gen. note 15|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|10/02/1997 00:00:00|12/31/2020 00:00:00||
52010014|Cotton, n/carded or combed, having a staple length < 28.575 mm (1-1/8 inches), n/harsh or rough, quota described in ch 52 add'l US note 5|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|10/02/1997 00:00:00|12/31/2020 00:00:00||
52010018|Cotton, not carded or combed, having a staple length under 28.575 mm (1-1/8 inches), n/harsh or rough, nesoi|KG||B|31.4 cents/kg|1|0|0.314|0|Free (MX); See 9913.52.05 9913.52.20 (AU); 26.1 cents/kg (CL); See 9909.52.05, 9909.52.20 (JO); See 9910.52.05 9910.52.20 (SG)||||||MX|0|0|0||||||||||||||JO|9|9999.999999|9999.999999|9999.999999|SG|9|9999.999999|9999.999999|9999.999999|CL|1|0|0.261|0||||||AU|9|9999.999999|9999.999999|9999.999999|||36.9 cents/kg|1|0|0.369|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52010022|Cotton, not carded or combed, staple length of 28.575 mm or more but under 34.925 mm, described in gen. note 15|KG||B|4.4 cents/kg|1|0|0.044|0|Free (AU,CA,CL,E,IL,J,JO,MX,SG)|||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||15.4 cents/kg|1|0|0.154|0|01/01/2005 00:00:00|12/31/2020 00:00:00||
52010024|Cotton,n/carded or combed,harsh or rough,staple length 29.36875 mm or more but n/o 34.925 mm,white in color,quota descrd ch 52 add US note 6|KG||B|4.4 cents/kg|1|0|0.044|0|Free (CA,CL,E,IL,J,JO,SG)|||||CA|||||E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0|||||||||||||15.4 cents/kg|1|0|0.154|0|01/01/2004 00:00:00|12/31/2020 00:00:00||
52010028|Cotton, not carded or combed, harsh or rough, staple length of 29.36875 mm or more but under 34.925 mm & white in color, nesoi|KG||B|31.4 cents/kg|1|0|0.314|0|Free (MX); See 9913.52.05 9913.52.20 (AU); 26.1 cents/kg (CL); See 9909.52.05, 9909.52.20 (JO); See 9910.52.05 9910.52.20 (SG)||||||MX|0|0|0||||||||||||||JO|9|9999.999999|9999.999999|9999.999999|SG|9|9999.999999|9999.999999|9999.999999|CL|1|0|0.261|0||||||AU|9|9999.999999|9999.999999|9999.999999|||36.9 cents/kg|1|0|0.369|0|01/01/2005 00:00:00|12/31/2005 00:00:00|See subheadings 9903.52.00 through 9903.52.26 and 9904.52.01 through 9904.52.34.|
52010034|Cotton, not carded or combed, staple length of 28.575 mm or more but under 34.925 mm, other, quota described in chapter 52 add'l US note 7|KG||B|4.4 cents/kg|1|0|0.044|0|Free (CA,CL,E,IL,J,JO,SG)|||||CA|||||E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0|||||||||||||15.4 cents/kg|1|0|0.154|0|01/01/2004 00:00:00|12/31/2020 00:00:00||
52010038|Cotton, not carded or combed, staple length of 28.575 mm or more but under 34.925 mm, nesoi|KG||B|31.4 cents/kg|1|0|0.314|0|Free (MX); See 9913.52.05-9913.52.20 (AU); 26.1 cents/kg (CL); See 9909.52.05, 9909.52.20 (JO); See 9910.52.05-9910.52.20 (SG)||||||MX|0|0|0||||||||||||||JO|9|9999.999999|9999.999999|9999.999999|SG|9|9999.999999|9999.999999|9999.999999|CL|1|0|0.261|0||||||AU|9|9999.999999|9999.999999|9999.999999|||36.9 cents/kg|1|0|0.369|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52010055|Cotton, not carded or combed, having a staple length of 34.925 mm or more, described in the gen. note 15|KG||B|1.5 cents/kg|1|0|0.015|0|Free (AU,CA,CL,E,IL,J,JO,MX,SG)|||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||15.4 cents/kg|1|0|0.154|0|01/01/2005 00:00:00|12/31/2020 00:00:00||
52010060|Cotton, not carded or combed, having a staple length of 34.925 mm or more, quota described in chapter 52 add'l US note 8|KG||B|1.5 cents/kg|1|0|0.015|0|Free (CA,CL,E,IL,J,JO,SG)|||||CA|||||E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0|||||||||||||15.4 cents/kg|1|0|0.154|0|01/01/2004 00:00:00|12/31/2020 00:00:00||
84193250|Dryers for paper pulp, paper or paperboard|NO||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||35%|7|0.35|0|0|01/01/1999 00:00:00|12/31/2020 00:00:00||
52010080|Cotton, not carded or combed, having a staple length of 34.925 mm or more, nesoi|KG||B|31.4 cents/kg|1|0|0.314|0|Free (MX); See 9913.52.05 9913.52.20 (AU); 26.1 cents/kg (CL); See 9909.52.05, 9909.52.20 (JO); See 9910.52.05 9910.52.20 (SG)||||||MX|0|0|0||||||||||||||JO|9|9999.999999|9999.999999|9999.999999|SG|9|9999.999999|9999.999999|9999.999999|CL|1|0|0.261|0||||||AU|9|9999.999999|9999.999999|9999.999999|||36.9 cents/kg|1|0|0.369|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52021000|Cotton yarn waste (including thread waste)|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/01/1995 00:00:00|12/31/2020 00:00:00||
52029100|Cotton garnetted stock|KG||B|4.3%|7|0.043|0|0|Free (AU,CA,CL,E,IL,J,JO,MX,SG)|||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||5%|7|0.05|0|0|01/01/2005 00:00:00|12/31/2020 00:00:00||
52029905|Cotton card strips made from cotton waste having staple length under 30.1625 mm & lap, sliver & roving waste described in gen. nte 15|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/01/1995 00:00:00|12/31/2020 00:00:00||
52029910|Cotton card strips made from cotton waste w/staple length under 30.1625 mm & lap, sliver & roving waste, quota dscrbd in ch 52 add US note 9|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/01/1995 00:00:00|12/31/2020 00:00:00||
52029930|Cotton card strips made from cotton waste having staple length under 30.1625 mm & lap, sliver & roving waste, nesoi|KG||B|7.8 cents/kg|1|0|0.078|0|Free (MX); See 9913.52.05, 9913.52.40 (AU); 6.5 cents/kg (CL); See 9909.52.05, 9909.52.20 (JO); See 9910.52.05, 9910.52.40 (SG)||||||MX|0|0|0||||||||||||||JO|9|9999.999999|9999.999999|9999.999999|SG|9|9999.999999|9999.999999|9999.999999|CL|1|0|0.065|0||||||AU|9|9999.999999|9999.999999|9999.999999|||9.2 cents/kg|1|0|0.092|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52029950|Cotton waste, other than yarn waste and garnetted stock, nesoi|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/01/1995 00:00:00|12/31/2020 00:00:00||
52030005|Cotton fibers, carded or combed, of cotton fiber processed but not spun, described in gen. note 15|KG||B|5%|7|0.05|0|0|Free (AU,CA,CL,E,IL,J,JO,MX,SG)|||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||5%|7|0.05|0|0|01/01/2005 00:00:00|12/31/2020 00:00:00||
52030010|Cotton fibers, carded or combed, of cotton fiber processed but not spun, quota described in chapter 52 add'l US note 10|KG||B|5%|7|0.05|0|0|Free (CA,CL,E,IL,J,JO,MX,SG)|||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0|||||||||||||5%|7|0.05|0|0|01/01/2004 00:00:00|12/31/2020 00:00:00||
52030030|Cotton fibers, carded or combed, of cotton fiber processed, but not spun, nesoi|KG||B|31.4 cents/kg|1|0|0.314|0|Free (MX); See 9913.52.05 9913.52.20 (AU); 26.1 cents/kg (CL); See 9909.52.05 9909.52.20 (JO); See 9910.52.05 9910.52.20 (SG)||||||MX|0|0|0||||||||||||||JO|9|9999.999999|9999.999999|9999.999999|SG|9|9999.999999|9999.999999|9999.999999|CL|1|0|0.261|0||||||AU|9|9999.999999|9999.999999|9999.999999|||36.9 cents/kg|1|0|0.369|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52030050|Cotton carded or combed, excluding fibers of cotton processed but not spun|KG||B|4.3%|7|0.043|0|0|Free (AU,CA,CL,E,IL,J,JO,MX,SG)|||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||5%|7|0.05|0|0|01/01/2005 00:00:00|12/31/2020 00:00:00||
52041100|Cotton sewing thread, containing 85 percent or more by weight of cotton, not put up for retail sale|KG||B|4.4%|7|0.044|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||25.5%|7|0.255|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52041900|Cotton sewing thread, containing less than 85 percent by weight of cotton, not put up for retail sale|KG||B|4.4%|7|0.044|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||25.5%|7|0.255|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52042000|Cotton sewing thread, put up for retail sale|KG||B|4.4%|7|0.044|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||25.5%|7|0.255|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52051110|Single cotton yarn, 85% or more cotton by weight, of uncombed fibers, not over 14 nm, unbleached, not mercerized, not put up for retail sale|KG||B|3.7%|7|0.037|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||6.9%|7|0.069|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52051120|Single cotton yarn, 85% or more cotton by weight, of uncombed fibers, n/o 14 nm, bleached or mercerized|KG||B|5%|7|0.05|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||11.9%|7|0.119|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52051210|Single cotton yarn, 85% or more cotton, of uncombed fibers, over 14 but n/o 43 nm, unbleached, not mercerized, not put up for retail sale|KG||B|5.2%|7|0.052|0|0|Free (AU,CA,CL,IL,JO,MX,SG)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||10.3%|7|0.103|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52051220|Single cotton yarn, 85% or more cotton by weight, of uncombed fibers, over 14 nm but n/o 43 nm, bleached or mercerized|KG||B|6.5%|7|0.065|0|0|Free (AU,CA,CL,IL,JO,MX,SG)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||15.3%|7|0.153|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52051310|Single cotton yarn, 85% or more cotton, of uncombed fibers, over 43 but n/o 52 nm, unbleached, not mercerized, not put up for retail sale|KG||B|6.5%|7|0.065|0|0|Free (AU,CA,CL,IL,JO,MX,SG)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||13.9%|7|0.139|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52051320|Single cotton yarn, 85% or more cotton, of uncombed fibers, over 43 nm but n/o 52 mm, bleached or mercerized|KG||B|7.3%|7|0.073|0|0|Free (AU,CA,CL,IL,JO,MX,SG)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||18.9%|7|0.189|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52051410|Single cotton yarn, 85% or more cotton, of uncombed fibers, over 52 but n/o 80 nm, unbleached, not mercerized, not put up for retail sale|KG||B|7.8%|7|0.078|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||17.3%|7|0.173|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52051420|Single cotton yarn, 85% or more cotton by weight, of uncombed fibers, over 52 but n/o 80 nm, bleached or mercerized|KG||B|8.7%|7|0.087|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||22.3%|7|0.223|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52051510|Single cotton yarn, 85% or more cotton, of uncombed fibers, over 80 nm, unbleached, not mercerized, not put up for retail sale|KG||B|9.9%|7|0.099|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||29.1%|7|0.291|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52051520|Single cotton yarn, 85% or more cotton, of uncombed fibers, over 80 nm, bleached or mercerized, not put up for retail sale, nesoi|KG||B|12%|7|0.12|0|0|Free (CA,,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||34.1%|7|0.341|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52052100|Single cotton yarn, 85% or more cotton by weight, of combed fibers, not over 14 nm, not put up for retail sale|KG||B|5.8%|7|0.058|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||11.9%|7|0.119|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52052200|Single cotton yarn, 85% or more cotton by weight, of combed fibers, over 14 but n/o 43 nm, not put up for retail sale|KG||B|7.3%|7|0.073|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||15.3%|7|0.153|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52052300|Single cotton yarn, 85% or more cotton by weight, of combed fibers, over 43 but n/o 52 nm, not put up for retail sale|KG||B|8.6%|7|0.086|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||18.9%|7|0.189|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52052400|Single cotton yarn, 85% or more cotton by weight, of combed fibers, over 52 but n/o 80 nm, not put up for retail sale|KG||B|9.9%|7|0.099|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||22.3%|7|0.223|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52052600|Single cotton yarn,85% or > cotton by wt, of combed fiber, meas.<125 but not<106.38 decitex, >80nm but not >94nm, not put up for retail sale|KG||B|12%|7|0.12|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||34.1%|7|0.341|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52052700|Single cotton yarn,85% or > cotton by wt,of combed fiber,meas.<106.38 but not<83.33 decitex, >94nm but not >120nm,not put up for retail sale|KG||B|12%|7|0.12|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||34.1%|7|0.341|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52052800|Single cotton yarn, 85% or > cotton by wt, of combed fibers, meas.<83.33 decitex, >120 nm, not put up for retail sale|KG||B|12%|7|0.12|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||34.1%|7|0.341|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52053100|Multiple or cabled cotton yarn, 85% or more cotton by weight, of uncombed fibers, n/o 14 nm per single yarn, not put up for retail sale|KG||B|5.8%|7|0.058|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||11.9%|7|0.119|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52053200|Multiple or cabled cotton yarn, 85% or more cotton by weight, of uncombed fibers, yarn over 14 but n/o 43 nm, not put up for retail sale|KG||B|7.3%|7|0.073|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||15.3%|7|0.153|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52053300|Multiple or cabled cotton yarn, 85% or more cotton by weight, of uncombed fibers, yarn over 43 but n/o 52 nm, not put up for retail sale|KG||B|8.6%|7|0.086|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||18.9%|7|0.189|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52053400|Multiple or cabled cotton yarn, 85% or more cotton by weight, of uncombed fibers, yarn over 52 but n/o 80 nm, not put up for retail sale|KG||B|9.9%|7|0.099|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||22.3%|7|0.223|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52053500|Multiple or cabled cotton yarn, 85% or more cotton by weight, of uncombed fibers, over 80 nm per single yarn, not put up for retail sale|KG||B|12%|7|0.12|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||34.1%|7|0.341|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52054100|Multiple or cabled cotton yarn, 85% or more cotton by weight, of combed fibers, not over 14 nm per single yarn, not put up for retail sale|KG||B|5%|7|0.05|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||11.9%|7|0.119|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
29362800|Vitamin E (Tocopherols and related compounds with Vitamin E activity) and its derivatives, unmixed, natural or synthesized|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||15.4 cents/kg + 63.5%|4|0.635|0.154|0|01/01/1995 00:00:00|12/31/2020 00:00:00||
52054200|Multiple or cabled cotton yarn, 85% or more cotton by weight, of combed fibers, yarn over 14 but n/o 43 nm, not put up for retail sale|KG||B|6.5%|7|0.065|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||15.3%|7|0.153|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52054300|Multiple or cabled cotton yarn, 85% or more cotton by weight, of combed fibers, yarn over 43 but n/o 52 nm, not put up for retail sale|KG||B|8.6%|7|0.086|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||18.9%|7|0.189|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52054400|Multiple or cabled cotton yarn, 85% or more cotton by weight, of combed fibers, yarn over 52 but n/o 80 nm, not put up for retail sale|KG||B|9.9%|7|0.099|0|0|Free (CA,CL,IL,JO,(MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||22.3%|7|0.223|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52054600|Multiple or cabled cotton yarn, 85% or > cotton by wt, of combed fibers, >80nm but not >94nm/single yarn, not put up for retail sale|KG||B|12%|7|0.12|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||34.1%|7|0.341|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52054700|Multiple or cabled cotton yarn, 85% or > cotton by wt, of combed fibers, >94nm but not >120nm/single yarn, not put up for retail sale|KG||B|12%|7|0.12|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||34.1%|7|0.341|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52054800|Multiple or cabled cotton yarn, 85% or > cotton by wt, of combed fibers, >120nm per single yarn, not put up for retail sale|KG||B|12%|7|0.12|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||34.1%|7|0.341|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52061100|Single cotton yarn, less than 85 percent cotton by weight, of uncombed fibers, not over 14 nm, not put up for retail sale|KG||B|9.2%|7|0.092|0|0|Free (CA,CL,IL,JO,MX,SG); 3% (AU)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|7|0.03|0|0|||40%|7|0.4|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
52061200|Single cotton yarn, less than 85 percent cotton by weight, of uncombed fibers, over 14 but n/o 43 nm, not put up for retail sale|KG||B|9.2%|7|0.092|0|0|Free (AU,CA,CL,IL,JO,MX,SG)|||||CA|MX|0|0|0|||||||||IL|||||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||40%|7|0.4|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
